Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
649-11-3678,Kandy,Kandy,Normal,Female,Grocery & Snacks,6879,9,3095.55,65006.55,2/26/2019,8:26:00 PM,Cash,61911,4.761904762,3095.55,5.5
622-20-1945,Kandy,Kandy,Normal,Female,Ayurvedic & Personal Care,11826,1,591.3,12417.3,1/18/2019,3:08:00 PM,Cash,11826,4.761904762,591.3,8.4
372-94-8041,Colombo,Colombo,Normal,Male,Ayurvedic & Personal Care,4578,6,1373.4,28841.4,2/15/2019,6:03:00 PM,Mobile Payment,27468,4.761904762,1373.4,9.8
563-91-7120,Colombo,Colombo,Normal,Female,Apparel & Footwear,18531,5,4632.75,97287.75,3/8/2019,1:21:00 PM,Cash,92655,4.761904762,4632.75,6.7
746-54-5508,Colombo,Colombo,Normal,Male,Household Essentials,6456,6,1936.8,40672.8,1/17/2019,12:48:00 PM,Credit Card,38736,4.761904762,1936.8,9.4
276-54-0879,Galle,Galle,Normal,Male,Travel Packs & Gear,29322,4,5864.4,123152.4,3/12/2019,7:53:00 PM,Mobile Payment,117288,4.761904762,5864.4,6.4
815-11-1168,Colombo,Colombo,Member,Male,Grocery & Snacks,29934,5,7483.5,157153.5,3/9/2019,7:09:00 PM,Cash,149670,4.761904762,7483.5,5.4
719-76-3868,Kandy,Kandy,Member,Male,Grocery & Snacks,28278,4,5655.6,118767.6,3/12/2019,4:30:00 PM,Cash,113112,4.761904762,5655.6,8.6
730-61-8757,Galle,Galle,Member,Male,Ayurvedic & Personal Care,15339,4,3067.8,64423.8,1/25/2019,10:11:00 AM,Credit Card,61356,4.761904762,3067.8,4
340-66-0321,Colombo,Colombo,Member,Male,Mobile & Accessories,10908,4,2181.6,45813.6,3/25/2019,1:07:00 PM,Cash,43632,4.761904762,2181.6,7.6
868-81-1752,Galle,Galle,Normal,Male,Household Essentials,6606,9,2972.7,62426.7,2/7/2019,6:48:00 PM,Cash,59454,4.761904762,2972.7,6.8
634-97-8956,Colombo,Colombo,Normal,Male,Grocery & Snacks,9870,3,1480.5,31090.5,2/17/2019,5:27:00 PM,Credit Card,29610,4.761904762,1480.5,9.1
566-71-1091,Colombo,Colombo,Normal,Male,Apparel & Footwear,23106,5,5776.5,121306.5,2/3/2019,3:59:00 PM,Cash,115530,4.761904762,5776.5,5.5
442-48-3607,Colombo,Colombo,Member,Male,Grocery & Snacks,7044,2,704.4,14792.4,3/14/2019,11:21:00 AM,Credit Card,14088,4.761904762,704.4,7.9
835-16-0096,Kandy,Kandy,Member,Male,Travel Packs & Gear,4410,5,1102.5,23152.5,3/24/2019,1:48:00 PM,Mobile Payment,22050,4.761904762,1102.5,8.5
527-09-6272,Colombo,Colombo,Member,Female,Mobile & Accessories,8535,5,2133.75,44808.75,3/21/2019,10:17:00 AM,Credit Card,42675,4.761904762,2133.75,9.1
898-04-2717,Colombo,Colombo,Normal,Male,Apparel & Footwear,22920,9,10314,216594,3/19/2019,3:49:00 PM,Mobile Payment,206280,4.761904762,10314,7.5
692-27-8933,Galle,Galle,Normal,Female,Travel Packs & Gear,17385,6,5215.5,109525.5,2/24/2019,1:02:00 PM,Cash,104310,4.761904762,5215.5,5.2
633-09-3463,Kandy,Kandy,Normal,Female,Mobile & Accessories,14295,3,2144.25,45029.25,3/28/2019,12:58:00 PM,Credit Card,42885,4.761904762,2144.25,9.5
374-17-3652,Galle,Galle,Member,Female,Grocery & Snacks,12846,9,5780.7,121394.7,2/5/2019,3:26:00 PM,Credit Card,115614,4.761904762,5780.7,8.9
378-07-7001,Galle,Galle,Member,Male,Mobile & Accessories,14427,3,2164.05,45445.05,2/10/2019,6:23:00 PM,Credit Card,43281,4.761904762,2164.05,7.8
433-75-6987,Galle,Galle,Member,Female,Ayurvedic & Personal Care,16791,7,5876.85,123413.85,3/5/2019,7:06:00 PM,Mobile Payment,117537,4.761904762,5876.85,8.9
873-95-4984,Galle,Galle,Member,Female,Ayurvedic & Personal Care,23070,7,8074.5,169564.5,2/15/2019,8:21:00 PM,Cash,161490,4.761904762,8074.5,7.7
416-13-5917,Kandy,Kandy,Normal,Female,Grocery & Snacks,29109,5,7277.25,152822.25,1/30/2019,4:24:00 PM,Mobile Payment,145545,4.761904762,7277.25,9.3
150-89-8043,Colombo,Colombo,Normal,Male,Travel Packs & Gear,13395,3,2009.25,42194.25,2/14/2019,3:04:00 PM,Cash,40185,4.761904762,2009.25,6.2
135-84-8019,Colombo,Colombo,Normal,Female,Apparel & Footwear,23379,9,10520.55,220931.55,2/27/2019,4:10:00 PM,Mobile Payment,210411,4.761904762,10520.55,7.6
441-94-7118,Colombo,Colombo,Member,Male,Mobile & Accessories,21585,1,1079.25,22664.25,2/4/2019,12:14:00 PM,Cash,21585,4.761904762,1079.25,7.3
725-96-3778,Kandy,Kandy,Member,Female,Household Essentials,26775,8,10710,224910,1/20/2019,10:13:00 AM,Cash,214200,4.761904762,10710,4.7
531-80-1784,Colombo,Colombo,Normal,Male,Mobile & Accessories,7806,7,2732.1,57374.1,3/28/2019,5:38:00 PM,Cash,54642,4.761904762,2732.1,5.1
400-45-1220,Galle,Galle,Normal,Female,Ayurvedic & Personal Care,4050,10,2025,42525,2/27/2019,11:06:00 AM,Credit Card,40500,4.761904762,2025,4.8
860-79-0874,Kandy,Kandy,Member,Female,Apparel & Footwear,29790,10,14895,312795,2/15/2019,2:53:00 PM,Credit Card,297900,4.761904762,14895,6.6
834-61-8124,Colombo,Colombo,Normal,Male,Mobile & Accessories,15507,7,5427.45,113976.45,1/26/2019,6:22:00 PM,Cash,108549,4.761904762,5427.45,5.5
115-99-4379,Galle,Galle,Member,Female,Apparel & Footwear,16419,7,5746.65,120679.65,3/14/2019,7:02:00 PM,Credit Card,114933,4.761904762,5746.65,8.5
565-67-6697,Galle,Galle,Member,Male,Household Essentials,8100,9,3645,76545,3/2/2019,2:16:00 PM,Cash,72900,4.761904762,3645,4.8
320-49-6392,Kandy,Kandy,Normal,Female,Mobile & Accessories,9072,1,453.6,9525.6,3/4/2019,3:44:00 PM,Cash,9072,4.761904762,453.6,8.4
889-04-9723,Galle,Galle,Member,Female,Grocery & Snacks,26742,4,5348.4,112316.4,1/7/2019,12:20:00 PM,Credit Card,106968,4.761904762,5348.4,7.8
632-90-0281,Kandy,Kandy,Normal,Female,Apparel & Footwear,11265,10,5632.5,118282.5,3/8/2019,8:01:00 PM,Credit Card,112650,4.761904762,5632.5,9.3
554-42-2417,Kandy,Kandy,Normal,Female,Travel Packs & Gear,28632,10,14316,300636,1/9/2019,1:45:00 PM,Cash,286320,4.761904762,14316,5.2
453-63-6187,Galle,Galle,Normal,Male,Mobile & Accessories,8250,3,1237.5,25987.5,3/1/2019,3:40:00 PM,Mobile Payment,24750,4.761904762,1237.5,6.5
578-80-7669,Galle,Galle,Normal,Male,Travel Packs & Gear,22491,1,1124.55,23615.55,3/16/2019,4:58:00 PM,Cash,22491,4.761904762,1124.55,5.6
612-36-5536,Colombo,Colombo,Member,Male,Grocery & Snacks,24288,8,9715.2,204019.2,2/17/2019,11:12:00 AM,Credit Card,194304,4.761904762,9715.2,7.4
605-72-4132,Kandy,Kandy,Normal,Female,Grocery & Snacks,28341,8,11336.4,238064.4,2/27/2019,3:12:00 PM,Cash,226728,4.761904762,11336.4,9.1
471-41-2823,Kandy,Kandy,Normal,Male,Grocery & Snacks,29937,2,2993.7,62867.7,3/7/2019,8:37:00 PM,Mobile Payment,59874,4.761904762,2993.7,8
462-67-9126,Colombo,Colombo,Normal,Male,Household Essentials,21966,6,6589.8,138385.8,1/21/2019,5:44:00 PM,Cash,131796,4.761904762,6589.8,7.2
272-27-9238,Kandy,Kandy,Normal,Female,Grocery & Snacks,12372,4,2474.4,51962.4,2/19/2019,4:23:00 PM,Cash,49488,4.761904762,2474.4,7.1
834-25-9262,Kandy,Kandy,Normal,Female,Apparel & Footwear,24504,4,4900.8,102916.8,1/6/2019,12:12:00 PM,Cash,98016,4.761904762,4900.8,9.1
122-61-9553,Kandy,Kandy,Normal,Female,Mobile & Accessories,15396,9,6928.2,145492.2,3/14/2019,7:33:00 PM,Cash,138564,4.761904762,6928.2,5.6
468-88-0009,Colombo,Colombo,Member,Male,Household Essentials,19782,4,3956.4,83084.4,3/24/2019,10:29:00 AM,Cash,79128,4.761904762,3956.4,6
613-59-9758,Kandy,Kandy,Normal,Female,Travel Packs & Gear,4308,10,2154,45234,1/27/2019,2:28:00 PM,Cash,43080,4.761904762,2154,5.4
254-31-0042,Colombo,Colombo,Member,Male,Mobile & Accessories,6450,9,2902.5,60952.5,3/6/2019,12:46:00 PM,Credit Card,58050,4.761904762,2902.5,7.8
201-86-2184,Galle,Galle,Member,Female,Mobile & Accessories,7878,7,2757.3,57903.3,2/2/2019,7:40:00 PM,Cash,55146,4.761904762,2757.3,9.9
261-12-8671,Galle,Galle,Normal,Female,Apparel & Footwear,18288,2,1828.8,38404.8,1/25/2019,7:39:00 PM,Credit Card,36576,4.761904762,1828.8,4.9
730-70-9830,Kandy,Kandy,Normal,Female,Household Essentials,21033,6,6309.9,132507.9,3/14/2019,5:54:00 PM,Mobile Payment,126198,4.761904762,6309.9,5.2
382-25-8917,Kandy,Kandy,Normal,Male,Apparel & Footwear,12624,6,3787.2,79531.2,1/29/2019,12:25:00 PM,Cash,75744,4.761904762,3787.2,8.9
422-29-8786,Colombo,Colombo,Normal,Female,Household Essentials,20127,5,5031.75,105666.75,1/3/2019,4:47:00 PM,Credit Card,100635,4.761904762,5031.75,9.1
667-23-5919,Colombo,Colombo,Member,Female,Apparel & Footwear,29010,5,7252.5,152302.5,1/14/2019,12:52:00 PM,Mobile Payment,145050,4.761904762,7252.5,7
843-01-4703,Galle,Galle,Member,Female,Household Essentials,10614,9,4776.3,100302.3,1/5/2019,7:50:00 PM,Credit Card,95526,4.761904762,4776.3,9.6
743-88-1662,Kandy,Kandy,Normal,Male,Travel Packs & Gear,28647,7,10026.45,210555.45,2/22/2019,6:17:00 PM,Mobile Payment,200529,4.761904762,10026.45,8.7
595-86-2894,Kandy,Kandy,Member,Male,Apparel & Footwear,29094,4,5818.8,122194.8,2/6/2019,5:20:00 PM,Mobile Payment,116376,4.761904762,5818.8,9.4
182-69-8360,Galle,Galle,Normal,Female,Mobile & Accessories,7095,4,1419,29799,1/30/2019,1:32:00 PM,Credit Card,28380,4.761904762,1419,4
289-15-7034,Colombo,Colombo,Member,Male,Travel Packs & Gear,24699,4,4939.8,103735.8,1/11/2019,10:37:00 AM,Credit Card,98796,4.761904762,4939.8,7.5
462-78-5240,Kandy,Kandy,Normal,Female,Mobile & Accessories,7983,2,798.3,16764.3,3/19/2019,2:35:00 PM,Cash,15966,4.761904762,798.3,4.2
868-52-7573,Galle,Galle,Normal,Female,Grocery & Snacks,29907,5,7476.75,157011.75,1/14/2019,12:09:00 PM,Cash,149535,4.761904762,7476.75,9.9
153-58-4872,Kandy,Kandy,Member,Female,Grocery & Snacks,22467,4,4493.4,94361.4,3/1/2019,3:32:00 PM,Mobile Payment,89868,4.761904762,4493.4,4.2
662-72-2873,Colombo,Colombo,Normal,Female,Grocery & Snacks,12282,5,3070.5,64480.5,1/6/2019,1:58:00 PM,Mobile Payment,61410,4.761904762,3070.5,9.9
525-88-7307,Galle,Galle,Member,Male,Travel Packs & Gear,22746,1,1137.3,23883.3,1/31/2019,1:19:00 PM,Cash,22746,4.761904762,1137.3,5.8
689-16-9784,Kandy,Kandy,Normal,Male,Grocery & Snacks,14031,6,4209.3,88395.3,3/11/2019,1:37:00 PM,Cash,84186,4.761904762,4209.3,6
725-56-0833,Colombo,Colombo,Normal,Female,Ayurvedic & Personal Care,9696,10,4848,101808,2/20/2019,4:49:00 PM,Credit Card,96960,4.761904762,4848,10
394-41-0748,Kandy,Kandy,Member,Female,Apparel & Footwear,16221,9,7299.45,153288.45,1/27/2019,2:55:00 PM,Mobile Payment,145989,4.761904762,7299.45,9.5
596-42-3999,Galle,Galle,Normal,Male,Grocery & Snacks,5466,7,1913.1,40175.1,3/10/2019,2:04:00 PM,Credit Card,38262,4.761904762,1913.1,6.6
541-89-9860,Kandy,Kandy,Member,Female,Apparel & Footwear,24144,3,3621.6,76053.6,2/15/2019,12:31:00 PM,Cash,72432,4.761904762,3621.6,8.1
173-82-9529,Galle,Galle,Normal,Female,Apparel & Footwear,11385,10,5692.5,119542.5,1/26/2019,2:51:00 PM,Cash,113850,4.761904762,5692.5,9.7
563-36-9814,Colombo,Colombo,Member,Male,Mobile & Accessories,23046,1,1152.3,24198.3,2/13/2019,6:27:00 PM,Mobile Payment,23046,4.761904762,1152.3,7.2
308-47-4913,Colombo,Colombo,Member,Female,Travel Packs & Gear,15678,10,7839,164619,3/9/2019,12:45:00 PM,Credit Card,156780,4.761904762,7839,6.2
885-17-6250,Colombo,Colombo,Normal,Female,Ayurvedic & Personal Care,23922,1,1196.1,25118.1,3/6/2019,10:36:00 AM,Mobile Payment,23922,4.761904762,1196.1,7.3
726-27-2396,Colombo,Colombo,Normal,Female,Ayurvedic & Personal Care,23250,5,5812.5,122062.5,1/24/2019,8:36:00 PM,Mobile Payment,116250,4.761904762,5812.5,4.3
316-01-3952,Colombo,Colombo,Normal,Female,Grocery & Snacks,16281,5,4070.25,85475.25,3/13/2019,2:16:00 PM,Mobile Payment,81405,4.761904762,4070.25,4.6
760-54-1821,Galle,Galle,Normal,Male,Household Essentials,4077,9,1834.65,38527.65,3/15/2019,10:26:00 AM,Cash,36693,4.761904762,1834.65,5.8
793-10-3222,Galle,Galle,Member,Female,Ayurvedic & Personal Care,12318,6,3695.4,77603.4,3/5/2019,1:30:00 PM,Credit Card,73908,4.761904762,3695.4,8.3
346-12-3257,Galle,Galle,Member,Male,Mobile & Accessories,5772,9,2597.4,54545.4,3/4/2019,4:28:00 PM,Cash,51948,4.761904762,2597.4,8
110-05-6330,Kandy,Kandy,Normal,Female,Grocery & Snacks,11829,6,3548.7,74522.7,3/25/2019,8:18:00 PM,Credit Card,70974,4.761904762,3548.7,9.4
651-61-0874,Kandy,Kandy,Normal,Male,Household Essentials,13866,4,2773.2,58237.2,3/12/2019,8:04:00 PM,Credit Card,55464,4.761904762,2773.2,6.2
236-86-3015,Kandy,Kandy,Member,Male,Household Essentials,4194,1,209.7,4403.7,2/4/2019,1:38:00 PM,Mobile Payment,4194,4.761904762,209.7,9.8
831-64-0259,Galle,Galle,Normal,Female,Apparel & Footwear,11925,5,2981.25,62606.25,2/22/2019,10:43:00 AM,Mobile Payment,59625,4.761904762,2981.25,9.6
587-03-7455,Kandy,Kandy,Member,Female,Apparel & Footwear,29337,7,10267.95,215626.95,2/16/2019,5:30:00 PM,Mobile Payment,205359,4.761904762,10267.95,4.9
882-40-4577,Colombo,Colombo,Member,Male,Travel Packs & Gear,20178,4,4035.6,84747.6,1/19/2019,3:28:00 PM,Credit Card,80712,4.761904762,4035.6,8
732-67-5346,Colombo,Colombo,Normal,Male,Grocery & Snacks,4137,5,1034.25,21719.25,1/11/2019,7:07:00 PM,Credit Card,20685,4.761904762,1034.25,7.8
725-32-9708,Galle,Galle,Member,Female,Apparel & Footwear,20613,4,4122.6,86574.6,1/4/2019,7:01:00 PM,Cash,82452,4.761904762,4122.6,4.1
256-08-8343,Colombo,Colombo,Normal,Female,Household Essentials,16959,4,3391.8,71227.8,3/4/2019,7:48:00 PM,Mobile Payment,67836,4.761904762,3391.8,5.5
372-26-1506,Kandy,Kandy,Normal,Female,Apparel & Footwear,7146,5,1786.5,37516.5,1/28/2019,7:24:00 PM,Mobile Payment,35730,4.761904762,1786.5,5.4
244-08-0162,Galle,Galle,Normal,Female,Ayurvedic & Personal Care,10263,10,5131.5,107761.5,1/2/2019,1:00:00 PM,Cash,102630,4.761904762,5131.5,5.1
569-71-4390,Galle,Galle,Normal,Male,Travel Packs & Gear,6561,2,656.1,13778.1,1/25/2019,2:29:00 PM,Mobile Payment,13122,4.761904762,656.1,6.9
132-23-6451,Colombo,Colombo,Member,Male,Ayurvedic & Personal Care,6291,5,1572.75,33027.75,1/4/2019,1:21:00 PM,Cash,31455,4.761904762,1572.75,7.8
696-90-2548,Colombo,Colombo,Normal,Male,Travel Packs & Gear,7752,3,1162.8,24418.8,3/10/2019,6:55:00 PM,Mobile Payment,23256,4.761904762,1162.8,6.6
472-15-9636,Colombo,Colombo,Normal,Male,Household Essentials,15279,8,6111.6,128343.6,3/22/2019,7:36:00 PM,Mobile Payment,122232,4.761904762,6111.6,9.2
268-03-6164,Galle,Galle,Normal,Male,Ayurvedic & Personal Care,28833,1,1441.65,30274.65,1/25/2019,4:28:00 PM,Mobile Payment,28833,4.761904762,1441.65,7.8
750-57-9686,Kandy,Kandy,Normal,Female,Household Essentials,13614,4,2722.8,57178.8,1/8/2019,1:48:00 PM,Credit Card,54456,4.761904762,2722.8,8.7
186-09-3669,Kandy,Kandy,Member,Female,Ayurvedic & Personal Care,24453,1,1222.65,25675.65,1/22/2019,10:57:00 AM,Mobile Payment,24453,4.761904762,1222.65,9.2
848-07-1692,Galle,Galle,Normal,Female,Ayurvedic & Personal Care,17166,2,1716.6,36048.6,1/12/2019,5:13:00 PM,Mobile Payment,34332,4.761904762,1716.6,8.3
745-71-3520,Colombo,Colombo,Member,Female,Mobile & Accessories,7566,7,2648.1,55610.1,2/4/2019,10:23:00 AM,Cash,52962,4.761904762,2648.1,8.2
266-76-6436,Kandy,Kandy,Member,Female,Grocery & Snacks,11580,3,1737,36477,3/28/2019,1:57:00 PM,Mobile Payment,34740,4.761904762,1737,7.5
740-22-2500,Kandy,Kandy,Normal,Female,Mobile & Accessories,25215,3,3782.25,79427.25,1/23/2019,1:29:00 PM,Cash,75645,4.761904762,3782.25,9.8
271-88-8734,Kandy,Kandy,Member,Female,Apparel & Footwear,29163,10,14581.5,306211.5,2/8/2019,1:00:00 PM,Credit Card,291630,4.761904762,14581.5,8.7
301-81-8610,Galle,Galle,Member,Male,Apparel & Footwear,7626,8,3050.4,64058.4,3/19/2019,7:42:00 PM,Credit Card,61008,4.761904762,3050.4,6.7
489-64-4354,Kandy,Kandy,Normal,Male,Apparel & Footwear,4884,1,244.2,5128.2,3/9/2019,3:36:00 PM,Cash,4884,4.761904762,244.2,5
198-84-7132,Galle,Galle,Member,Male,Apparel & Footwear,12183,9,5482.35,115129.35,1/2/2019,1:40:00 PM,Cash,109647,4.761904762,5482.35,7
269-10-8440,Colombo,Colombo,Member,Male,Ayurvedic & Personal Care,15951,7,5582.85,117239.85,1/21/2019,6:01:00 PM,Cash,111657,4.761904762,5582.85,8.9
650-98-6268,Galle,Galle,Member,Female,Grocery & Snacks,6261,3,939.15,19722.15,3/20/2019,1:53:00 PM,Credit Card,18783,4.761904762,939.15,8
741-73-3559,Galle,Galle,Normal,Male,Travel Packs & Gear,20181,5,5045.25,105950.25,2/27/2019,5:27:00 PM,Cash,100905,4.761904762,5045.25,6.9
325-77-6186,Colombo,Colombo,Member,Female,Household Essentials,27195,10,13597.5,285547.5,3/8/2019,10:53:00 AM,Mobile Payment,271950,4.761904762,13597.5,7.3
286-75-7818,Galle,Galle,Normal,Male,Apparel & Footwear,20724,2,2072.4,43520.4,1/31/2019,7:48:00 PM,Credit Card,41448,4.761904762,2072.4,6.9
574-57-9721,Kandy,Kandy,Normal,Male,Grocery & Snacks,12981,2,1298.1,27260.1,3/8/2019,4:53:00 PM,Mobile Payment,25962,4.761904762,1298.1,5.7
459-50-7686,Colombo,Colombo,Normal,Female,Mobile & Accessories,7038,6,2111.4,44339.4,1/13/2019,7:14:00 PM,Mobile Payment,42228,4.761904762,2111.4,6.4
616-87-0016,Galle,Galle,Normal,Male,Apparel & Footwear,28662,7,10031.7,210665.7,3/9/2019,2:36:00 PM,Credit Card,200634,4.761904762,10031.7,9.6
837-55-7229,Galle,Galle,Normal,Female,Apparel & Footwear,14232,1,711.6,14943.6,2/22/2019,6:19:00 PM,Credit Card,14232,4.761904762,711.6,6.8
751-69-0068,Kandy,Kandy,Normal,Male,Travel Packs & Gear,29772,9,13397.4,281345.4,3/19/2019,7:09:00 PM,Mobile Payment,267948,4.761904762,13397.4,9
257-73-1380,Kandy,Kandy,Member,Male,Travel Packs & Gear,24879,4,4975.8,104491.8,1/20/2019,4:51:00 PM,Mobile Payment,99516,4.761904762,4975.8,9.6
345-08-4992,Colombo,Colombo,Normal,Male,Household Essentials,10197,6,3059.1,64241.1,3/8/2019,3:37:00 PM,Credit Card,61182,4.761904762,3059.1,7.7
549-96-4200,Kandy,Kandy,Member,Male,Grocery & Snacks,5112,4,1022.4,21470.4,3/8/2019,8:15:00 PM,Mobile Payment,20448,4.761904762,1022.4,7
810-60-6344,Kandy,Kandy,Normal,Female,Mobile & Accessories,12258,8,4903.2,102967.2,2/7/2019,2:38:00 PM,Credit Card,98064,4.761904762,4903.2,6.5
450-28-2866,Kandy,Kandy,Member,Male,Grocery & Snacks,5232,5,1308,27468,1/15/2019,7:25:00 PM,Cash,26160,4.761904762,1308,8.1
394-30-3170,Galle,Galle,Member,Female,Travel Packs & Gear,26529,8,10611.6,222843.6,3/22/2019,7:35:00 PM,Credit Card,212232,4.761904762,10611.6,4.3
138-17-5109,Colombo,Colombo,Member,Female,Household Essentials,26763,9,12043.35,252910.35,1/15/2019,3:42:00 PM,Credit Card,240867,4.761904762,12043.35,6.5
192-98-7397,Kandy,Kandy,Normal,Male,Apparel & Footwear,3834,1,191.7,4025.7,1/8/2019,2:11:00 PM,Mobile Payment,3834,4.761904762,191.7,9.5
301-11-9629,Colombo,Colombo,Normal,Female,Travel Packs & Gear,5730,7,2005.5,42115.5,1/15/2019,10:43:00 AM,Cash,40110,4.761904762,2005.5,9.7
390-80-5128,Galle,Galle,Member,Female,Ayurvedic & Personal Care,5745,1,287.25,6032.25,1/28/2019,5:58:00 PM,Credit Card,5745,4.761904762,287.25,9.5
235-46-8343,Kandy,Kandy,Member,Male,Grocery & Snacks,8298,10,4149,87129,2/14/2019,11:26:00 AM,Credit Card,82980,4.761904762,4149,8.9
453-12-7053,Kandy,Kandy,Normal,Male,Apparel & Footwear,13722,3,2058.3,43224.3,3/10/2019,5:38:00 PM,Credit Card,41166,4.761904762,2058.3,6.5
296-11-7041,Galle,Galle,Member,Female,Ayurvedic & Personal Care,8121,1,406.05,8527.05,1/12/2019,8:07:00 PM,Credit Card,8121,4.761904762,406.05,5.3
449-27-2918,Galle,Galle,Member,Female,Travel Packs & Gear,11736,1,586.8,12322.8,3/26/2019,11:02:00 AM,Credit Card,11736,4.761904762,586.8,9.6
891-01-7034,Galle,Galle,Normal,Female,Mobile & Accessories,22413,6,6723.9,141201.9,1/1/2019,7:07:00 PM,Cash,134478,4.761904762,6723.9,6.7
744-09-5786,Galle,Galle,Normal,Male,Mobile & Accessories,6603,6,1980.9,41598.9,1/2/2019,6:50:00 PM,Cash,39618,4.761904762,1980.9,7.6
727-17-0390,Colombo,Colombo,Normal,Female,Grocery & Snacks,19083,5,4770.75,100185.75,3/16/2019,12:43:00 PM,Mobile Payment,95415,4.761904762,4770.75,4.8
568-88-3448,Colombo,Colombo,Normal,Male,Ayurvedic & Personal Care,7500,1,375,7875,3/3/2019,3:09:00 PM,Mobile Payment,7500,4.761904762,375,5.5
187-83-5490,Colombo,Colombo,Member,Male,Mobile & Accessories,6231,4,1246.2,26170.2,1/31/2019,1:47:00 PM,Cash,24924,4.761904762,1246.2,4.7
767-54-1907,Galle,Galle,Member,Female,Apparel & Footwear,8868,5,2217,46557,2/13/2019,4:59:00 PM,Cash,44340,4.761904762,2217,6.9
710-46-4433,Galle,Galle,Member,Female,Grocery & Snacks,23220,9,10449,219429,2/15/2019,2:15:00 PM,Credit Card,208980,4.761904762,10449,4.5
533-33-5337,Galle,Galle,Normal,Male,Mobile & Accessories,23817,10,11908.5,250078.5,2/7/2019,8:24:00 PM,Cash,238170,4.761904762,11908.5,6.2
325-90-8763,Kandy,Kandy,Member,Female,Mobile & Accessories,13971,10,6985.5,146695.5,1/27/2019,1:58:00 PM,Cash,139710,4.761904762,6985.5,7.6
729-46-7422,Kandy,Kandy,Normal,Male,Grocery & Snacks,10767,1,538.35,11305.35,2/23/2019,4:52:00 PM,Credit Card,10767,4.761904762,538.35,7.9
639-76-1242,Kandy,Kandy,Normal,Male,Grocery & Snacks,12156,5,3039,63819,2/3/2019,3:19:00 PM,Cash,60780,4.761904762,3039,4.5
234-03-4040,Galle,Galle,Member,Female,Grocery & Snacks,21915,10,10957.5,230107.5,3/3/2019,12:25:00 PM,Credit Card,219150,4.761904762,10957.5,8.7
326-71-2155,Kandy,Kandy,Normal,Female,Travel Packs & Gear,22185,4,4437,93177,2/3/2019,10:02:00 AM,Cash,88740,4.761904762,4437,6.1
320-32-8842,Kandy,Kandy,Member,Female,Grocery & Snacks,6786,1,339.3,7125.3,3/17/2019,6:58:00 PM,Cash,6786,4.761904762,339.3,6.4
470-32-9057,Colombo,Colombo,Member,Male,Grocery & Snacks,15402,5,3850.5,80860.5,3/28/2019,3:31:00 PM,Credit Card,77010,4.761904762,3850.5,9.1
878-30-2331,Kandy,Kandy,Member,Female,Travel Packs & Gear,16365,10,8182.5,171832.5,3/2/2019,11:22:00 AM,Credit Card,163650,4.761904762,8182.5,7.1
440-59-5691,Kandy,Kandy,Member,Female,Ayurvedic & Personal Care,11145,7,3900.75,81915.75,2/8/2019,1:12:00 PM,Credit Card,78015,4.761904762,3900.75,7.7
554-53-3790,Galle,Galle,Normal,Male,Travel Packs & Gear,11106,6,3331.8,69967.8,3/22/2019,6:33:00 PM,Cash,66636,4.761904762,3331.8,4.5
746-19-0921,Kandy,Kandy,Normal,Male,Grocery & Snacks,6474,1,323.7,6797.7,2/9/2019,10:02:00 AM,Mobile Payment,6474,4.761904762,323.7,7.2
233-34-0817,Kandy,Kandy,Member,Female,Mobile & Accessories,29652,1,1482.6,31134.6,2/15/2019,11:21:00 AM,Cash,29652,4.761904762,1482.6,8.4
767-05-1286,Kandy,Kandy,Member,Female,Household Essentials,25131,6,7539.3,158325.3,1/23/2019,12:10:00 PM,Mobile Payment,150786,4.761904762,7539.3,5.4
340-21-9136,Colombo,Colombo,Member,Female,Travel Packs & Gear,12015,4,2403,50463,1/25/2019,11:40:00 AM,Cash,48060,4.761904762,2403,9.7
405-31-3305,Colombo,Colombo,Member,Male,Apparel & Footwear,12939,10,6469.5,135859.5,2/2/2019,6:31:00 PM,Credit Card,129390,4.761904762,6469.5,5.5
731-59-7531,Galle,Galle,Member,Male,Ayurvedic & Personal Care,21771,8,8708.4,182876.4,3/30/2019,5:58:00 PM,Cash,174168,4.761904762,8708.4,4.6
676-39-6028,Colombo,Colombo,Member,Female,Mobile & Accessories,19332,5,4833,101493,3/30/2019,5:04:00 PM,Cash,96660,4.761904762,4833,6.6
502-05-1910,Colombo,Colombo,Normal,Male,Ayurvedic & Personal Care,19554,3,2933.1,61595.1,2/25/2019,8:35:00 PM,Credit Card,58662,4.761904762,2933.1,6.3
485-30-8700,Colombo,Colombo,Normal,Female,Travel Packs & Gear,9978,5,2494.5,52384.5,3/18/2019,4:10:00 PM,Credit Card,49890,4.761904762,2494.5,4.2
598-47-9715,Kandy,Kandy,Normal,Male,Mobile & Accessories,25221,4,5044.2,105928.2,3/7/2019,4:54:00 PM,Mobile Payment,100884,4.761904762,5044.2,4.4
701-69-8742,Galle,Galle,Normal,Male,Travel Packs & Gear,10311,10,5155.5,108265.5,3/16/2019,10:11:00 AM,Mobile Payment,103110,4.761904762,5155.5,6.7
575-67-1508,Colombo,Colombo,Normal,Male,Mobile & Accessories,11580,1,579,12159,1/29/2019,11:26:00 AM,Mobile Payment,11580,4.761904762,579,6.7
